Escolaridad,Nivel Escolar,Ocupación,Ingreso,Cuenta de Nómina,Tarjeta de Débito,Tarjeta Dummy,Uso de Tarjeta,Bancos,BancoDummy,Tamaño de localidad,Región,RegionDummy,Genero,GeneroDummy,Edad
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,No,Sí,1,0,Otros bancos,10,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,34
9,Maestría o doctorado,trabajó por lo menos una hora,20000,Sí,Sí,1,20,Banorte,3,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,31
2,Primaria,Es jubilada(o) o pensionada(o),0,Sí,Sí,1,0,No sabe,5,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,72
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,Sí,Sí,1,6,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,34
6,Preparatoria o bachillerato,Es jubilada(o) o pensionada(o),0,Sí,Sí,1,0,No sabe,5,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,56
3,Secundaria.,trabajó por lo menos una hora,4000,Sí,Sí,1,3,HSBC,6,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,45
6,Preparatoria o bachillerato,trabajó por lo menos una hora,12000,Sí,Sí,1,3,Santander,4,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,32
6,Preparatoria o bachillerato,trabajó por lo menos una hora,0,Sí,Sí,1,0,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,27
3,Secundaria.,trabajó por lo menos una hora,0,No,Sí,1,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,38
6,Preparatoria o bachillerato,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,51
6,Preparatoria o bachillerato,trabajó por lo menos una hora,3200,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,26
3,Secundaria.,trabajó por lo menos una hora,8000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,27
0,Ninguno,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,73
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,26
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,27
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,58
6,Preparatoria o bachillerato,trabajó por lo menos una hora,16000,Sí,Sí,1,0,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,51
6,Preparatoria o bachillerato,trabajó por lo menos una hora,12000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,50
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,57
3,Secundaria.,trabajó por lo menos una hora,6000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,48
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,25000,Sí,Sí,1,20,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,37
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,8000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,30
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,7000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,43
6,Preparatoria o bachillerato,trabajó por lo menos una hora,4000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,28
0,Ninguno,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,57
6,Preparatoria o bachillerato,trabajó por lo menos una hora,12000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,43
8,Licenciatura o ingeniería (profesional),Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,70
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,32000,Sí,Sí,1,4,Santander,4,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,38
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,20000,Sí,Sí,1,2,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,39
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,13000,Sí,Sí,1,5,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,35
6,Preparatoria o bachillerato,trabajó por lo menos una hora,8000,Sí,Sí,1,3,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,27
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,40000,Sí,Sí,1,4,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,35
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,3200,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,28
3,Secundaria.,Es jubilada(o) o pensionada(o),0,No,Sí,1,2,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,80
6,Preparatoria o bachillerato,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,42
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,60
3,Secundaria.,trabajó por lo menos una hora,4000,No,Sí,1,3,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,30
2,Primaria,trabajó por lo menos una hora,2000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,56
0,Ninguno,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,58
3,Secundaria.,trabajó por lo menos una hora,4800,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,43
3,Secundaria.,trabajó por lo menos una hora,2400,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,36
3,Secundaria.,trabajó por lo menos una hora,0,No,Sí,1,0,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,27
0,Ninguno,trabajó por lo menos una hora,4800,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,51
6,Preparatoria o bachillerato,trabajó por lo menos una hora,2000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,43
3,Secundaria.,trabajó por lo menos una hora,10000,No,Sí,1,4,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,35
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,13000,Sí,Sí,1,2,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,27
2,Primaria,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,58
2,Primaria,trabajó por lo menos una hora,1200,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,68
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,57
3,Secundaria.,trabajó por lo menos una hora,0,Sí,Sí,1,2,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,42
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,24
2,Primaria,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,56
2,Primaria,trabajó por lo menos una hora,4000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,22
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,44
8,Licenciatura o ingeniería (profesional),Es estudiante,0,No,Sí,1,4,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,21
3,Secundaria.,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,44
6,Preparatoria o bachillerato,trabajó por lo menos una hora,2800,No,Sí,1,1,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,32
3,Secundaria.,trabajó por lo menos una hora,6000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,59
3,Secundaria.,trabajó por lo menos una hora,1200,No,Sí,1,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,71
6,Preparatoria o bachillerato,Es estudiante,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,24
6,Preparatoria o bachillerato,trabajó por lo menos una hora,9200,Sí,Sí,1,2,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,29
2,Primaria,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,32
8,Licenciatura o ingeniería (profesional),buscó trabajo,8000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,22
3,Secundaria.,trabajó por lo menos una hora,7200,Sí,Sí,1,2,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,45
3,Secundaria.,trabajó por lo menos una hora,4000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,32
3,Secundaria.,trabajó por lo menos una hora,1000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,52
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,31
6,Preparatoria o bachillerato,trabajó por lo menos una hora,6200,Sí,Sí,1,6,Otros bancos,10,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,21
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,2,BanCoppel,11,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,21
2,Primaria,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,53
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,Sí,Sí,1,2,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,48
8,Licenciatura o ingeniería (profesional),Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,25
9,Maestría o doctorado,trabajó por lo menos una hora,16000,Sí,Sí,1,5,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,34
4,Estudios técnicos con secundaria terminada,Es jubilada(o) o pensionada(o),0,No,Sí,1,1,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,70
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,34
2,Primaria,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,49
3,Secundaria.,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,39
2,Primaria,Es jubilada(o) o pensionada(o),0,No,Sí,1,1,Santander,4,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,68
8,Licenciatura o ingeniería (profesional),Es jubilada(o) o pensionada(o),0,No,Sí,1,0,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,64
4,Estudios técnicos con secundaria terminada,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,60
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,4000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,31
3,Secundaria.,trabajó por lo menos una hora,7000,No,Sí,1,2,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,62
6,Preparatoria o bachillerato,trabajó por lo menos una hora,6000,Sí,Sí,1,0,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,34
2,Primaria,"tenía trabajo, pero no trabajó",8000,Sí,Sí,1,0,HSBC,6,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,82
6,Preparatoria o bachillerato,trabajó por lo menos una hora,0,Sí,Sí,1,2,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,28
3,Secundaria.,Es jubilada(o) o pensionada(o),0,No,Sí,1,2,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,64
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,Sí,Sí,1,2,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,47
2,Primaria,buscó trabajo,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,50
3,Secundaria.,trabajó por lo menos una hora,800,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,56
0,Ninguno,No trabajó,0,No,Sí,1,0,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,62
6,Preparatoria o bachillerato,trabajó por lo menos una hora,7200,Sí,Sí,1,5,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,24
2,Primaria,trabajó por lo menos una hora,6400,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,45
2,Primaria,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,45
8,Licenciatura o ingeniería (profesional),Es estudiante,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,22
2,Primaria,trabajó por lo menos una hora,3800,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,36
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,10000,Sí,Sí,1,2,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,25
2,Primaria,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,65
2,Primaria,Es jubilada(o) o pensionada(o),0,No,Sí,1,0,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,71
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,7000,Sí,Sí,1,0,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,50
6,Preparatoria o bachillerato,trabajó por lo menos una hora,3500,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,64
4,Estudios técnicos con secundaria terminada,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,No,0,0,Otro,7,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,48
3,Secundaria.,trabajó por lo menos una hora,8000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,60
6,Preparatoria o bachillerato,trabajó por lo menos una hora,16000,Sí,Sí,1,1,Banorte,3,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,46
2,Primaria,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,68
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,32
6,Preparatoria o bachillerato,trabajó por lo menos una hora,3200,No,Sí,1,1,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,29
2,Primaria,Es jubilada(o) o pensionada(o),0,No,Sí,1,0,No sabe,5,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,78
2,Primaria,No trabajó,0,No,Sí,1,1,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,98
0,Ninguno,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,2800,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,68
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,38
3,Secundaria.,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,31
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,55
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,58
3,Secundaria.,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,21
3,Secundaria.,trabajó por lo menos una hora,2800,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,54
3,Secundaria.,trabajó por lo menos una hora,4800,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,57
2,Primaria,Es jubilada(o) o pensionada(o),0,No,Sí,1,1,Santander,4,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,67
